title,price,original_title,publisher,release_month,release_year,pages_num,pg,cover_type,publication_type,authors,overview,url
Venom (2019) Vol. 23,"R$20,90"," Venom (2018) 28-30, Web of Venom: Empyre´s End 1 ",Marvel Comics,Junho,2021,96,12 anos,Capa cartão,Revistas Periódicas,"Clay McLeod Chapman, Donny Cates, Guiu Vilanova, Juan Gedeon, Luke Ross","Ao ser lançado numa realidade paralela futurista junto com seu filho Dylan, Eddie Brock reencontrou Anne Weying - sua falecida esposa. Mas não haverá muito tempo para explicações, pois eles estão sendo caçados pelo governante supremo deste mundo, o misterioso Códex!",https://panini.com.br/venom-2019-vol-23
Doutor Estranho: Shamballa,"R$149,90", Marvel Graphic Novel (1982) 23 - Doctor Strange: Into Shamballa ,Marvel Comics,Março,2022,80,12 anos,Capa dura,Omnibus & Edições de luxo,"Dan Green, J.M. DeMatteis","Uma nova linha de encadernados de luxo, trazendo os grandes clássicos da Casa das Ideias em formato premium e com uma sobrecapa que se transforma em um espetacular pôster! E, para estrear a nova coleção, uma das histórias mais consagradas do Mago Supremo.    Stephen Strange retorna ao lar do Ancião, no Himalaia, para prestar homenagem ao seu mestre, e descobre que seu antigo mentor lhe deixou um último e desafiador presente. Uma dádiva que coloca Estranho numa jornada de autoconhecimento e que pode significar o início de uma nova Era Dourada para toda a humanidade. Uma jornada pelos locais mais sagrados do planeta e pelos recônditos de sua própria alma! Mas será que o Strange está preparado para pagar o preço exigido para completá-la?",https://panini.com.br/doutor-estranho-shamballa
Doutor Estranho: Os Últimos Dias Da Magia,"R$229,90", Dr. Strange (2015) 1-20; Dr. Strange: Last Days of Magic (2016) 1; Dr. Strange Annual (2016) 1 (I) ,Marvel Comics,Fevereiro,2022,552,12 anos,Capa dura,Livros e Edições Especiais,"Chris Bachalo, Jason Aaron, Kevin Nowlan, Leonardo Romero","Somente o Doutor Estranho pode proteger o mundo da escuridão que jaz além... mas todo e qualquer feitiço que ele lança tem seu preço! Agora que forças sombrias estão destruindo toda a magia do multiverso, Stephen Strange pode ser a única esperança... mesmo que não esteja nem um pouco preparado para o desafio. Testemunhe nesse encadernado especial a fase completa do personagem escrita pelo superstar Jason Aaron e desenhada pelo brilhante veterano Chris Bachalo!",https://panini.com.br/doutor-estranho-os-ultimos-dias-da-magia
Fanático,"R$34,93", Juggernaut (2020) 1-5 ,Marvel Comics,Outubro,2021,120,12 anos,Capa cartão,Livros e Edições Especiais,"Fabian Nicieza, Ron Garney","Edifícios desmoronam, o caos reina e o Fanático faz aquilo que o místico Cyttorak lhe deu poder para fazer - mas Cain Marko, o homem por trás do capacete, já está cansado de deixar os outros recolherem os pedaços das coisas que ele destruiu. Chegou a hora de assumir alguma responsabilidade! Mas, quando Cain enfrentar seu julgamento, conseguirá a justiça acertar as contas com ele, ou o Fanático vai destroçar todo o sistema antes?  E o que acontece quando decidir que o Imortal Hulk também precisa pagar por tudo que esmagou ao longo de sua vida!?",https://panini.com.br/fanatico
Deadpool: Meus Queridos Presidentes,"R$53,90",Deadpool (2013) 1-6,Marvel Comics,Dezembro,2020,136,14 anos,Capa dura,Livros e Edições Especiais,"Brian Posehn, Gerry Duggan, Tony Moore","Quando um bando de presidentes americanos mortos se ergue do túmulo para aterrorizar seus conterrâneos, os maiores super-heróis da Marvel não podem arriscar a imagem arrebentando a fuça desses grandes patriotas. Apenas alguém com uma reputação já duvidosa, habilidades assassinas, indiscutivelmente insano e fortemente armado poderia levar essa horrenda missão adiante. Quem sujaria as mãos esmurrando as cabeças putrefatas de líderes desmortos? Sim, Deadpool!",https://panini.com.br/deadpool-meus-queridos-presidentes
Deadpool: Caçador De Almas,"R$52,90", (Deadpool (2013) 7-12) ,Marvel Comics,Março,2021,136,12 anos,Capa dura,Livros e Edições Especiais,"Brian Posehn, Gerry Duggan, Mike Hawthorne, Scott Koblish","Primeiro: voltamos um pouco no tempo para conferir as aventuras passadas do Deadpool com o Homem de Ferro! Depois: um demônio contrata o Degenerado Regenerado para coletar almas amaldiçoadas! E, antes que você diga que não tem como ficar mais esquisito, Wade entra em contato com seu lado feminino! E mais: Deadpool ataca um cara com poderes aquáticos e depois se alia ao nosso Amigão Superior da Vizinhança, o Homem-Aranha! E prometemos que ele mata pelo menos um deles.!",https://panini.com.br/deadpool-cacador-de-almas
Deadpool: Três Homens Em Conflito,"R$62,90", Deadpool (2013) 13-19 ,Marvel Comics,Outubro,2021,160,14 anos,Capa dura,Livros e Edições Especiais,"Brian Posehn, Gerry Duggan, Jordie Bellaire, Scott Koblish","Tudo começa com uma aventura perdida de Deadpool nos anos 1970, com o mercenário ao lado do Poderoso e do Punho de Ferro! Mas, quando a ameaça que o Trio de Aluguel enfrentou ressurge nos tempos modernos, o Mercenário Tagarela precisa ir atrás de seus velhos companheiros! E mais: o passado de Wade no programa Arma X retorna para assombrá-lo, e ele não tem escolha não ser reunir um time com outros dois - relutantes - aliados: Wolverine e Capitão América!",https://panini.com.br/deadpool-tres-homens-em-conflito
Doutor Destino Vol. 1,"R$52,90",WAR OF THE REALMS: WAR SCROLLS (2019) 3 (II); DOCTOR DOOM (2019) 1-5,Marvel Comics,Fevereiro,2021,136,12 anos,Capa dura,Livros e Edições Especiais,"Christopher Cantwell, Cian Tormey, Salvador Larroca","O Doutor Destino está em uma encruzilhada. Lutando contra visões de uma vida diferente. de um futuro melhor. o senhor da Latvéria oferece à humanidade um forte aviso quanto à tolice que é o esforço global de um trilhão de dólares para criar o primeiro buraco negro artificial. Mas quando um ato terrorista catastrófico ceifa milhares de vidas, o principal suspeito é. Destino! Sem uma pátria, exércitos ou aliados, o reinado do Doutor Destino chegará a um abrupto fim?",https://panini.com.br/doutor-destino-vol-1
Demolidor (2020) Vol. 5,"R$22,33"," Daredevil (2019) 21-25, Daredevil Annual (2020) 1 ",Marvel Comics,Outubro,2021,144,12 anos,Capa cartão,Livros e Edições Especiais,"Chip Zdarsky, Francesco Mobili, Manuel Garcia, Marco Checchetto","Nas últimas semanas, a Cozinha do Inferno se tornou uma terra sem lei graças aos gêmeos Stromwyn. Mas, quando finalmente podem retomar as patrulhas no bairro, as autoridades policiais logo descobrem que não são as únicas interessadas em manter as ruas seguras. Enquanto isso, Matt Murdock continua tentando descobrir qual é a melhor forma de aplacar seu senso de justiça. E é melhor ele pensar rápido, pois um velho conhecido do Demolidor está se estabelecendo na região.",https://panini.com.br/demolidor-2020-vol-5
Doutor Destino Vol. 2,"R$49,90", Doctor Doom (2019) 6-10 ,Marvel Comics,Setembro,2021,112,12 anos,Capa dura,Livros e Edições Especiais,"Christopher Cantwell, Salvador Larroca","Depois de descobrir a trama contra si, o Doutor Destino busca a ´apólice de seguro´ que vai garantir seu reinado na Latvéria para sempre! Mas antes de detonar sua guerra de um homem só contra os usurpadores de seu trono, ele precisará embarcar em uma perigosa missão secreta para encontrar um poderoso recurso... ao lado de Kang, o Conquistador! E ainda: Victor Von Doom encontra uma versão melhorada de si mesmo!",https://panini.com.br/doutor-destino-vol-2
Elektra Assassina,"R$94,90",Elektra Assassin (1986) 1-8,Marvel Comics,Fevereiro,2021,264,14 anos,Capa dura,Livros e Edições Especiais,"Bill Sienkiewicz, Frank Miller","Ginasta e mestra em combates marciais, Elektra Natchios foi treinada na arte letal do ninjutsu pela organização criminosa conhecida como Tentáculo, tornando-se a mais perigosa arma viva do planeta. Ex-amante de Matt Murdock, o Demolidor, Elektra foi assassinada pelo inescrupuloso Mercenário, e depois trazida de volta à vida pelo mestre Stick e seus Virtuosos. Desde então, a aura de mistério em torno dessa personagem só cresceu. Quando uma estranha mulher chega inconsciente às praias de um pequeno país da América do Sul, eventos terríveis começam a acontecer. Dois policiais são estrangulados. Um diplomata é assassinado. Um agente da SHIELD é brutalmente desmembrado. A ninja está de volta à ativa. e com um sentimento de ódio sem paralelo!",https://panini.com.br/elektra-assassina
Shang-Chi,"R$22,90", Wolverine: First Class 9; Marvel Adventures: Spider-Man (2010) 2; Free Comic Book Day 2011 (Spider-Man); Master Of Kung Fu (2017) 126; The Legend Of Shang-Chi 1 ,Marvel Comics,Agosto,2021,120,12 anos,Capa cartão,Livros e Edições Especiais,"Alyssa Wong, Andie Tong, Dan Slott, Humberto Ramos","Shang-Chi é o Mestre do Kung Fu de todo o Universo Marvel. e a prova de suas habilidades míticas estão nessas aventuras repletas de ação. Conheça a essência desse personagem - agora parte do Universo Cinematográfico da Marvel - em alguns de seus melhores momentos: uma parceria com o selvagem Wolverine! Um combate mortal contra um exército ninja ao lado do Homem-Aranha! E, claro, uma aventura nova e inédita!",https://panini.com.br/shang-chi
Falcão E Soldado Invernal: Corte Uma Cabeça,"R$22,90", Falcon & Winter Soldier 1-5 ,Marvel Comics,Junho,2021,112,12 anos,Capa cartão,Livros e Edições Especiais,"Derek Landy, Federico Vicentini","Uma sala cheia de agentes do governo americano mortos. Um novo assassino implacável. Dois ex-Capitães América. Quando um dramático atentado à vida de Bucky Barnes o reúne com Sam Wilson, os dois velhos amigos deverão tentar desmascarar o novo líder da Hidra antes que um atentado catastrófico anuncie o ressurgimento do grupo terrorista. Os heróis terão de correr contra o tempo para evitar que o novo Hidra Supremo ascenda!",https://panini.com.br/falcao-e-soldado-invernal-corte-uma-cabeca
Esquadrão Supremo,"R$132,90", Squadron Supreme (1985) 1-12; Captain America (1968) 314 ,Marvel Comics,Dezembro,2021,368,12 anos,Capa dura,Livros e Edições Especiais,"Bob Hall, John Buscema, Mark Gruenwald, Paul Ryan","Em um mundo muito parecido com o nosso, os maiores heróis da Terra precisam enfrentar um desafio impossível: uma sociedade em ruínas. Frente a esse cenário sombrio, eles então tomam uma difícil decisão: tomar o controle do planeta. Agora, esses campões da Justiça têm um ano para reestruturar completamente a sociedade! Mas será verdade a máxima que diz que o poder absoluto corrompe absolutamente? Antes de Marvels, antes de Watchmen, antes de o Reino do Amanhã, o saudoso roteirista Mark Gruenwald imaginou esse distópico cenário, em uma saga que muitos consideram seu melhor trabalho!",https://panini.com.br/esquadrao-supremo
A Morte Do Doutor Estranho Vol. 2 (de 2),"R$46,90","(DDS: White Fox (2021) 1, DDS: Blade (2021) 1, DDS: X-Men/Black Knight (2021) 1, Death of Doctor Strange (2021) 4-5, DDS: Bloodstone (2022) 1)",Marvel Comics,Setembro,2022,184,12 anos,,Livros e Edições Especiais,"Alyssa Wong, Andie Tong, Bob Quinn, Danny Lore, Dylan Burnett, Si Spurrier","QUEM SERÁ O NOVO MAGO SUPREMO? Alguém precisa deter a gigantesca ameaça mística devorando toda a magia, e não podem ser os Vingadores. Nem o Quarteto Fantástico. Ou os X-Men. Será preciso alguém com grande habilidade e domínio das artes místicas — mas quem? E quando o assassino enfim é revelado, será ele o último a rir? Já a Raposa Branca precisará limpar seu nome ao ser acusada do assassinato de inocentes, revelando os segredos sombrios de sua origem, enquanto todo o planeta está sob cerco! E na Nação Vampira, apenas Blade — seu xerife — não comemora a morte do Dr. Estranho; mas o que ele fará quando uma criatura interdimensional põe em risco as vidas de todos os sanguessugas? O Cavaleiro Negro precisa enfrentar um terrível mal que ataca Londres… os X-Men?! Enquanto isso, a caçadora de monstros Elsa Bloodstone e seu irmão, Cullen, precisarão colocar suas diferenças de lado para defender a terra e lidar com uma nova adição ao clã: sua irmã, há muito perdida!",https://panini.com.br/a-morte-do-doutor-estranho-vol-2-de-2
Demolidor (2020) Vol. 1,"R$20,90",Daredevil (2019) 1-5,Marvel Comics,Março,2020,120,12 anos,Capa cartão,Livros e Edições Especiais,"Chip Zdarsky, Marco Checchetto","Depois de uma experiência com a morte, Matt Murdock precisa juntar os cacos de sua vida - o que inclui voltar à ação como o Demolidor! Mas uma vida de traumas cobra seu preço, e se tornar o mesmo guardião da Cozinha do Inferno que ele um dia foi não será fácil. Erros serão cometidos no caminho - e, desta vez, um deles pode se provar o derradeiro!",https://panini.com.br/demolidor-2020-vol-1-ademo001
Hulk: Batismo De Fogo,"R$94,90", Incredible Hulk (1968) 314-319; Incredible Hulk Annual 14; Marvel Fanfare 29 ,Marvel Comics,Março,2022,216,12 anos,Capa dura,Livros e Edições Especiais,"John Byrne, Sal Buscema","O Hulk voltou à Terra, e é claro que suas boas-vindas não foram exatamente tranquilas! E mais: quando Doc Samson descobre uma forma de talvez separar o gigante de seu alter ego humano Bruce Banner, um novo horizonte se abre para ambos. Mas esse novo futuro é melhor para uns do que para outros... O Golias Esmeralda pelas mãos da lenda John Byrne, em algumas das histórias mais adoradas pelos fãs do personagem!",https://panini.com.br/hulk-batismo-de-fogo
Demolidor: A Queda De Murdock,"R$89,90", Daredevil (1964) 227-233 ,Marvel Comics,Fevereiro,2022,192,14 anos,Capa dura,Livros e Edições Especiais,"David Mazzucchelli, Frank Miller","Em 1986, um já consagrado Frank Miller retornou ao título que o havia lançado ao estrelato para mais uma vez mudar o jogo: ao lado do genial ilustrador David Mazzucchelli, Miller contou uma história que levou o Demolidor ao inferno... e o trouxe de volta transformado - e pronto para uma nova era dos comics! Sem dúvida o clássico dos clássicos estrelado pelo Homem Sem Medo da Marvel, agora com o tratamento diferenciado da coleção Marvel Essenciais!",https://panini.com.br/demolidor-a-queda-de-murdock
Demolidor (2020) Vol. 4,"R$22,90", (Daredevil (2019) 16-20) ,Marvel Comics,Abril,2021,112,12 anos,Capa cartão,Livros e Edições Especiais,"Chip Zdarsky, Jorge Fornés, Marco Checchetto","Será que o Demônio da Cozinha do Inferno voltará? Enquanto Matt Murdock reacende sua aliança (e talvez algo mais) com Elektra, o prefeito Fisk trabalha em outros laços por si mesmo. Mas uma guerra parece estar prestes a estourar na Cozinha do Inferno. e nenhum dos lados vai esperar que Murdock decida o que o Demolidor deveria ser ou não.",https://panini.com.br/demolidor-2020-vol-4
Deadpool 30 Anos: Especial Nerd De Aniversário,"R$14,90", Deadpool Nerdy 30 (2020) ,Marvel Comics,Dezembro,2021,48,14 anos,Capa cartão,Livros e Edições Especiais,"Fabian Nicieza, Gerardo Sandoval, Kelly Thompson, Patch Zircher, Rob Liefeld","Deadpool faz trinta anos em 2021! Para comemorar a data do jeito mais adequado, a Marvel Comics convocou os mais consagrados roteiristas e desenhistas que já trabalharam com o amalucado personagem (incluindo seus criadores, Fabian Nicieza e Rob Liefield) para bolar oito contos de pura loucura e, muitas vezes, violência! Assassinos viajantes do tempo, insanas festas de aniversários de dezesseis e cem anos (?!) e muito mais aguardam o leitor nesse especial histórico!",https://panini.com.br/deadpool-30-anos-especial-nerd-de-aniversario
